"행정구역","2015년_거주자_총인구수","2015년_거주자_연령구간인구수","2015년_거주자_0~9세","2015년_거주자_10~19세","2015년_거주자_20~29세","2015년_거주자_30~39세","2015년_거주자_40~49세","2015년_거주자_50~59세","2015년_거주자_60~69세","2015년_거주자_70~79세","2015년_거주자_80~89세","2015년_거주자_90~99세","2015년_거주자_100세 이상","2015년_남_거주자_총인구수","2015년_남_거주자_연령구간인구수","2015년_남_거주자_0~9세","2015년_남_거주자_10~19세","2015년_남_거주자_20~29세","2015년_남_거주자_30~39세","2015년_남_거주자_40~49세","2015년_남_거주자_50~59세","2015년_남_거주자_60~69세","2015년_남_거주자_70~79세","2015년_남_거주자_80~89세","2015년_남_거주자_90~99세","2015년_남_거주자_100세 이상","2015년_여_거주자_총인구수","2015년_여_거주자_연령구간인구수","2015년_여_거주자_0~9세","2015년_여_거주자_10~19세","2015년_여_거주자_20~29세","2015년_여_거주자_30~39세","2015년_여_거주자_40~49세","2015년_여_거주자_50~59세","2015년_여_거주자_60~69세","2015년_여_거주자_70~79세","2015년_여_거주자_80~89세","2015년_여_거주자_90~99세","2015년_여_거주자_100세 이상","2016년_거주자_총인구수","2016년_거주자_연령구간인구수","2016년_거주자_0~9세","2016년_거주자_10~19세","2016년_거주자_20~29세","2016년_거주자_30~39세","2016년_거주자_40~49세","2016년_거주자_50~59세","2016년_거주자_60~69세","2016년_거주자_70~79세","2016년_거주자_80~89세","2016년_거주자_90~99세","2016년_거주자_100세 이상","2016년_남_거주자_총인구수","2016년_남_거주자_연령구간인구수","2016년_남_거주자_0~9세","2016년_남_거주자_10~19세","2016년_남_거주자_20~29세","2016년_남_거주자_30~39세","2016년_남_거주자_40~49세","2016년_남_거주자_50~59세","2016년_남_거주자_60~69세","2016년_남_거주자_70~79세","2016년_남_거주자_80~89세","2016년_남_거주자_90~99세","2016년_남_거주자_100세 이상","2016년_여_거주자_총인구수","2016년_여_거주자_연령구간인구수","2016년_여_거주자_0~9세","2016년_여_거주자_10~19세","2016년_여_거주자_20~29세","2016년_여_거주자_30~39세","2016년_여_거주자_40~49세","2016년_여_거주자_50~59세","2016년_여_거주자_60~69세","2016년_여_거주자_70~79세","2016년_여_거주자_80~89세","2016년_여_거주자_90~99세","2016년_여_거주자_100세 이상","2017년_거주자_총인구수","2017년_거주자_연령구간인구수","2017년_거주자_0~9세","2017년_거주자_10~19세","2017년_거주자_20~29세","2017년_거주자_30~39세","2017년_거주자_40~49세","2017년_거주자_50~59세","2017년_거주자_60~69세","2017년_거주자_70~79세","2017년_거주자_80~89세","2017년_거주자_90~99세","2017년_거주자_100세 이상","2017년_남_거주자_총인구수","2017년_남_거주자_연령구간인구수","2017년_남_거주자_0~9세","2017년_남_거주자_10~19세","2017년_남_거주자_20~29세","2017년_남_거주자_30~39세","2017년_남_거주자_40~49세","2017년_남_거주자_50~59세","2017년_남_거주자_60~69세","2017년_남_거주자_70~79세","2017년_남_거주자_80~89세","2017년_남_거주자_90~99세","2017년_남_거주자_100세 이상","2017년_여_거주자_총인구수","2017년_여_거주자_연령구간인구수","2017년_여_거주자_0~9세","2017년_여_거주자_10~19세","2017년_여_거주자_20~29세","2017년_여_거주자_30~39세","2017년_여_거주자_40~49세","2017년_여_거주자_50~59세","2017년_여_거주자_60~69세","2017년_여_거주자_70~79세","2017년_여_거주자_80~89세","2017년_여_거주자_90~99세","2017년_여_거주자_100세 이상","2018년_거주자_총인구수","2018년_거주자_연령구간인구수","2018년_거주자_0~9세","2018년_거주자_10~19세","2018년_거주자_20~29세","2018년_거주자_30~39세","2018년_거주자_40~49세","2018년_거주자_50~59세","2018년_거주자_60~69세","2018년_거주자_70~79세","2018년_거주자_80~89세","2018년_거주자_90~99세","2018년_거주자_100세 이상","2018년_남_거주자_총인구수","2018년_남_거주자_연령구간인구수","2018년_남_거주자_0~9세","2018년_남_거주자_10~19세","2018년_남_거주자_20~29세","2018년_남_거주자_30~39세","2018년_남_거주자_40~49세","2018년_남_거주자_50~59세","2018년_남_거주자_60~69세","2018년_남_거주자_70~79세","2018년_남_거주자_80~89세","2018년_남_거주자_90~99세","2018년_남_거주자_100세 이상","2018년_여_거주자_총인구수","2018년_여_거주자_연령구간인구수","2018년_여_거주자_0~9세","2018년_여_거주자_10~19세","2018년_여_거주자_20~29세","2018년_여_거주자_30~39세","2018년_여_거주자_40~49세","2018년_여_거주자_50~59세","2018년_여_거주자_60~69세","2018년_여_거주자_70~79세","2018년_여_거주자_80~89세","2018년_여_거주자_90~99세","2018년_여_거주자_100세 이상","2019년_거주자_총인구수","2019년_거주자_연령구간인구수","2019년_거주자_0~9세","2019년_거주자_10~19세","2019년_거주자_20~29세","2019년_거주자_30~39세","2019년_거주자_40~49세","2019년_거주자_50~59세","2019년_거주자_60~69세","2019년_거주자_70~79세","2019년_거주자_80~89세","2019년_거주자_90~99세","2019년_거주자_100세 이상","2019년_남_거주자_총인구수","2019년_남_거주자_연령구간인구수","2019년_남_거주자_0~9세","2019년_남_거주자_10~19세","2019년_남_거주자_20~29세","2019년_남_거주자_30~39세","2019년_남_거주자_40~49세","2019년_남_거주자_50~59세","2019년_남_거주자_60~69세","2019년_남_거주자_70~79세","2019년_남_거주자_80~89세","2019년_남_거주자_90~99세","2019년_남_거주자_100세 이상","2019년_여_거주자_총인구수","2019년_여_거주자_연령구간인구수","2019년_여_거주자_0~9세","2019년_여_거주자_10~19세","2019년_여_거주자_20~29세","2019년_여_거주자_30~39세","2019년_여_거주자_40~49세","2019년_여_거주자_50~59세","2019년_여_거주자_60~69세","2019년_여_거주자_70~79세","2019년_여_거주자_80~89세","2019년_여_거주자_90~99세","2019년_여_거주자_100세 이상","2020년_거주자_총인구수","2020년_거주자_연령구간인구수","2020년_거주자_0~9세","2020년_거주자_10~19세","2020년_거주자_20~29세","2020년_거주자_30~39세","2020년_거주자_40~49세","2020년_거주자_50~59세","2020년_거주자_60~69세","2020년_거주자_70~79세","2020년_거주자_80~89세","2020년_거주자_90~99세","2020년_거주자_100세 이상","2020년_남_거주자_총인구수","2020년_남_거주자_연령구간인구수","2020년_남_거주자_0~9세","2020년_남_거주자_10~19세","2020년_남_거주자_20~29세","2020년_남_거주자_30~39세","2020년_남_거주자_40~49세","2020년_남_거주자_50~59세","2020년_남_거주자_60~69세","2020년_남_거주자_70~79세","2020년_남_거주자_80~89세","2020년_남_거주자_90~99세","2020년_남_거주자_100세 이상","2020년_여_거주자_총인구수","2020년_여_거주자_연령구간인구수","2020년_여_거주자_0~9세","2020년_여_거주자_10~19세","2020년_여_거주자_20~29세","2020년_여_거주자_30~39세","2020년_여_거주자_40~49세","2020년_여_거주자_50~59세","2020년_여_거주자_60~69세","2020년_여_거주자_70~79세","2020년_여_거주자_80~89세","2020년_여_거주자_90~99세","2020년_여_거주자_100세 이상"
"경기도 부천시 송내2동(4119074000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27,960","27,960","2,547","2,943","4,119","4,356","4,736","4,857","2,672","1,192","480","58","0","13,871","13,871","1,317","1,554","2,161","2,207","2,319","2,319","1,304","531","140","19","0","14,089","14,089","1,230","1,389","1,958","2,149","2,417","2,538","1,368","661","340","39","0","27,785","27,785","2,405","2,816","4,146","4,212","4,656","4,828","2,875","1,260","532","54","1","13,755","13,755","1,226","1,525","2,129","2,120","2,325","2,270","1,408","580","155","17","0","14,030","14,030","1,179","1,291","2,017","2,092","2,331","2,558","1,467","680","377","37","1","26,980","26,980","2,209","2,639","3,971","3,975","4,487","4,704","3,035","1,322","568","70","0","13,337","13,337","1,130","1,411","2,064","2,013","2,235","2,217","1,475","603","174","15","0","13,643","13,643","1,079","1,228","1,907","1,962","2,252","2,487","1,560","719","394","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 신중동(4119074200)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","129,726","129,726","10,280","11,877","19,525","21,939","20,370","22,851","14,630","5,368","2,463","412","11","62,840","62,840","5,314","6,033","9,646","10,790","9,661","10,646","7,471","2,465","719","93","2","66,886","66,886","4,966","5,844","9,879","11,149","10,709","12,205","7,159","2,903","1,744","319","9","130,767","130,767","9,936","11,375","19,550","21,586","20,492","22,652","16,366","5,733","2,588","476","13","63,218","63,218","5,127","5,744","9,580","10,662","9,751","10,470","8,296","2,676","806","104","2","67,549","67,549","4,809","5,631","9,970","10,924","10,741","12,182","8,070","3,057","1,782","372","11"
"경기도 부천시 상동(4119074400)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88,182","88,182","8,682","10,512","12,490","13,121","15,893","15,358","7,861","2,801","1,225","235","4","43,275","43,275","4,399","5,383","6,376","6,215","7,484","7,542","4,173","1,297","361","45","0","44,907","44,907","4,283","5,129","6,114","6,906","8,409","7,816","3,688","1,504","864","190","4","86,164","86,164","8,024","9,915","12,158","12,628","15,216","15,157","8,675","2,888","1,270","228","5","42,298","42,298","4,072","5,077","6,215","6,050","7,155","7,334","4,575","1,367","401","50","2","43,866","43,866","3,952","4,838","5,943","6,578","8,061","7,823","4,100","1,521","869","178","3"
"경기도 부천시 대산동(4119074600)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82,658","82,658","5,245","6,740","11,986","11,777","12,671","14,905","11,585","5,318","2,127","300","4","40,906","40,906","2,723","3,505","6,234","6,210","6,403","7,025","5,546","2,443","758","58","1","41,752","41,752","2,522","3,235","5,752","5,567","6,268","7,880","6,039","2,875","1,369","242","3","80,959","80,959","4,677","6,349","11,577","11,173","12,191","14,502","12,258","5,627","2,270","328","7","40,073","40,073","2,417","3,274","6,117","5,941","6,178","6,890","5,802","2,560","830","63","1","40,886","40,886","2,260","3,075","5,460","5,232","6,013","7,612","6,456","3,067","1,440","265","6"
"경기도 부천시 소사본동(4119075000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24,453","24,453","1,620","1,888","3,660","3,666","3,601","4,704","3,178","1,511","539","83","3","12,305","12,305","823","969","1,895","1,976","1,856","2,300","1,574","721","174","16","1","12,148","12,148","797","919","1,765","1,690","1,745","2,404","1,604","790","365","67","2","25,479","25,479","1,640","1,821","3,969","3,812","3,656","4,849","3,404","1,637","588","101","2","12,771","12,771","835","921","2,056","2,092","1,867","2,341","1,671","769","194","25","0","12,708","12,708","805","900","1,913","1,720","1,789","2,508","1,733","868","394","76","2","25,667","25,667","1,648","1,763","3,952","3,858","3,514","4,852","3,596","1,756","622","102","4","12,875","12,875","848","904","2,036","2,101","1,794","2,352","1,748","846","217","29","0","12,792","12,792","800","859","1,916","1,757","1,720","2,500","1,848","910","405","73","4","56,707","56,707","3,929","4,659","8,005","8,099","8,078","10,418","8,237","3,653","1,395","221","13","28,058","28,058","1,995","2,355","4,181","4,272","4,045","4,903","3,991","1,792","469","54","1","28,649","28,649","1,934","2,304","3,824","3,827","4,033","5,515","4,246","1,861","926","167","12","56,720","56,720","3,785","4,392","7,899","8,165","7,829","10,186","8,883","3,841","1,513","217","10","27,986","27,986","1,935","2,201","4,134","4,314","3,897","4,770","4,290","1,855","537","52","1","28,734","28,734","1,850","2,191","3,765","3,851","3,932","5,416","4,593","1,986","976","165","9"
"경기도 부천시 소사본3동(4119076000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33,005","33,005","2,849","3,614","4,808","4,712","5,268","6,210","3,456","1,419","583","85","1","16,250","16,250","1,409","1,838","2,550","2,344","2,542","3,047","1,686","655","160","19","0","16,755","16,755","1,440","1,776","2,258","2,368","2,726","3,163","1,770","764","423","66","1","32,474","32,474","2,677","3,391","4,620","4,609","5,063","6,069","3,791","1,529","621","98","6","15,981","15,981","1,335","1,707","2,449","2,309","2,473","2,917","1,870","716","183","22","0","16,493","16,493","1,342","1,684","2,171","2,300","2,590","3,152","1,921","813","438","76","6","31,696","31,696","2,489","3,139","4,394","4,483","4,742","5,906","4,118","1,649","674","94","8","15,596","15,596","1,235","1,589","2,305","2,286","2,340","2,785","2,031","793","209","22","1","16,100","16,100","1,254","1,550","2,089","2,197","2,402","3,121","2,087","856","465","72","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 괴안동(4119077000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21,888","21,888","1,728","2,290","3,220","3,216","3,669","3,856","2,156","1,121","555","75","2","10,770","10,770","875","1,168","1,691","1,654","1,790","1,896","1,056","446","172","21","1","11,118","11,118","853","1,122","1,529","1,562","1,879","1,960","1,100","675","383","54","1","21,523","21,523","1,593","2,138","3,200","2,990","3,564","3,848","2,329","1,140","631","87","3","10,558","10,558","803","1,105","1,685","1,519","1,736","1,876","1,139","478","196","20","1","10,965","10,965","790","1,033","1,515","1,471","1,828","1,972","1,190","662","435","67","2","21,128","21,128","1,438","1,962","3,154","2,935","3,319","3,834","2,499","1,224","657","101","5","10,353","10,353","749","977","1,669","1,509","1,632","1,853","1,200","544","196","23","1","10,775","10,775","689","985","1,485","1,426","1,687","1,981","1,299","680","461","78","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 범박동(4119078000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33,886","33,886","4,556","3,825","3,922","6,010","5,775","4,928","2,996","1,299","487","86","2","16,816","16,816","2,332","1,953","2,009","2,884","2,898","2,410","1,583","595","132","20","0","17,070","17,070","2,224","1,872","1,913","3,126","2,877","2,518","1,413","704","355","66","2","42,504","42,504","6,117","4,604","4,700","7,980","7,354","5,802","3,669","1,568","602","105","3","21,044","21,044","3,105","2,350","2,378","3,825","3,751","2,864","1,843","731","174","23","0","21,460","21,460","3,012","2,254","2,322","4,155","3,603","2,938","1,826","837","428","82","3","52,314","52,314","8,278","5,586","5,378","10,212","9,446","6,573","4,308","1,774","638","117","4","25,885","25,885","4,191","2,824","2,758","4,789","4,886","3,227","2,139","851","194","26","0","26,429","26,429","4,087","2,762","2,620","5,423","4,560","3,346","2,169","923","444","91","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 역곡3동(4119079000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25,481","25,481","1,977","2,171","3,619","4,351","3,984","4,318","2,834","1,512","653","61","1","12,514","12,514","983","1,116","1,840","2,276","2,022","2,044","1,316","674","222","21","0","12,967","12,967","994","1,055","1,779","2,075","1,962","2,274","1,518","838","431","40","1","23,919","23,919","1,712","1,924","3,374","3,811","3,781","4,092","2,927","1,596","629","71","2","11,736","11,736","873","965","1,727","2,009","1,925","1,925","1,372","703","214","23","0","12,183","12,183","839","959","1,647","1,802","1,856","2,167","1,555","893","415","48","2","23,356","23,356","1,506","1,745","3,277","3,621","3,586","4,046","3,154","1,664","674","80","3","11,391","11,391","763","868","1,657","1,942","1,803","1,889","1,471","729","243","24","2","11,965","11,965","743","877","1,620","1,679","1,783","2,157","1,683","935","431","56","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 범안동(4119079500)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96,342","96,342","10,643","9,217","11,560","15,697","16,744","14,336","10,660","4,959","2,171","345","10","47,283","47,283","5,410","4,620","5,950","7,695","8,518","6,877","5,131","2,282","722","73","5","49,059","49,059","5,233","4,597","5,610","8,002","8,226","7,459","5,529","2,677","1,449","272","5","95,613","95,613","9,772","9,207","11,440","14,518","17,131","14,283","11,465","5,175","2,253","354","15","46,910","46,910","5,005","4,606","5,915","7,080","8,727","6,834","5,470","2,426","761","80","6","48,703","48,703","4,767","4,601","5,525","7,438","8,404","7,449","5,995","2,749","1,492","274","9"
"경기도 부천시 성곡동(4119080000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44,085","44,085","3,303","5,212","6,507","5,619","7,920","8,370","4,001","2,124","922","106","1","22,217","22,217","1,700","2,678","3,499","2,920","3,953","4,253","2,030","879","283","22","0","21,868","21,868","1,603","2,534","3,008","2,699","3,967","4,117","1,971","1,245","639","84","1","43,425","43,425","3,056","4,818","6,554","5,386","7,463","8,475","4,366","2,233","948","124","2","21,831","21,831","1,588","2,453","3,496","2,797","3,732","4,275","2,233","950","283","24","0","21,594","21,594","1,468","2,365","3,058","2,589","3,731","4,200","2,133","1,283","665","100","2","42,504","42,504","2,881","4,366","6,455","5,119","6,865","8,614","4,777","2,259","1,010","154","4","21,333","21,333","1,499","2,251","3,449","2,666","3,412","4,302","2,463","962","298","31","0","21,171","21,171","1,382","2,115","3,006","2,453","3,453","4,312","2,314","1,297","712","123","4","85,503","85,503","5,105","7,865","12,865","10,278","13,569","17,071","10,847","5,234","2,345","318","6","42,885","42,885","2,547","4,115","6,858","5,461","6,875","8,546","5,429","2,251","728","75","0","42,618","42,618","2,558","3,750","6,007","4,817","6,694","8,525","5,418","2,983","1,617","243","6","83,023","83,023","4,530","7,099","12,534","9,665","12,544","16,709","11,724","5,383","2,486","342","7","41,614","41,614","2,283","3,691","6,639","5,200","6,342","8,373","5,861","2,345","802","78","0","41,409","41,409","2,247","3,408","5,895","4,465","6,202","8,336","5,863","3,038","1,684","264","7"
"경기도 부천시 고강본동(4119081000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30,306","30,306","2,052","3,408","4,170","4,149","5,547","5,351","3,096","1,821","641","67","4","15,273","15,273","1,063","1,780","2,192","2,250","2,852","2,675","1,475","762","207","17","0","15,033","15,033","989","1,628","1,978","1,899","2,695","2,676","1,621","1,059","434","50","4","29,840","29,840","1,910","3,134","4,204","3,986","5,305","5,393","3,236","1,919","679","72","2","15,049","15,049","987","1,639","2,209","2,160","2,741","2,708","1,554","800","240","11","0","14,791","14,791","923","1,495","1,995","1,826","2,564","2,685","1,682","1,119","439","61","2","29,181","29,181","1,719","2,852","4,169","3,714","5,099","5,430","3,411","1,960","741","85","1","14,664","14,664","860","1,481","2,178","1,982","2,675","2,740","1,654","821","254","19","0","14,517","14,517","859","1,371","1,991","1,732","2,424","2,690","1,757","1,139","487","66","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 고강1동(4119082000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16,152","16,152","1,119","1,674","2,488","2,127","2,918","3,042","1,533","869","353","29","0","8,053","8,053","545","869","1,313","1,129","1,458","1,533","740","344","114","8","0","8,099","8,099","574","805","1,175","998","1,460","1,509","793","525","239","21","0","16,033","16,033","1,041","1,529","2,534","2,059","2,770","3,129","1,644","912","381","34","0","7,992","7,992","487","797","1,345","1,088","1,407","1,571","797","374","115","11","0","8,041","8,041","554","732","1,189","971","1,363","1,558","847","538","266","23","0","15,483","15,483","931","1,367","2,443","2,006","2,499","3,109","1,769","922","393","44","0","7,724","7,724","435","714","1,296","1,077","1,256","1,566","868","385","116","11","0","7,759","7,759","496","653","1,147","929","1,243","1,543","901","537","277","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 부천시 오정동(4119083000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23,237","23,237","2,232","2,282","3,358","3,796","3,853","4,134","2,255","939","353","31","4","11,992","11,992","1,176","1,227","1,779","2,066","1,975","2,082","1,166","418","96","6","1","11,245","11,245","1,056","1,055","1,579","1,730","1,878","2,052","1,089","521","257","25","3","22,900","22,900","2,072","2,201","3,300","3,639","3,717","4,107","2,451","990","381","40","2","11,891","11,891","1,085","1,212","1,767","1,994","1,946","2,055","1,262","450","111","8","1","11,009","11,009","987","989","1,533","1,645","1,771","2,052","1,189","540","270","32","1","22,488","22,488","1,912","2,072","3,214","3,507","3,570","4,101","2,613","1,045","407","46","1","11,660","11,660","974","1,153","1,736","1,898","1,930","2,027","1,321","490","123","8","0","10,828","10,828","938","919","1,478","1,609","1,640","2,074","1,292","555","284","38","1","85,527","85,527","5,587","7,516","13,070","11,220","13,450","17,212","10,575","4,650","1,986","257","4","43,773","43,773","2,871","3,986","6,973","6,030","7,112","8,670","5,418","2,043","608","62","0","41,754","41,754","2,716","3,530","6,097","5,190","6,338","8,542","5,157","2,607","1,378","195","4","83,713","83,713","5,038","7,002","12,639","10,721","12,752","16,718","11,677","4,793","2,087","280","6","42,756","42,756","2,599","3,712","6,746","5,799","6,731","8,420","5,899","2,140","644","65","1","40,957","40,957","2,439","3,290","5,893","4,922","6,021","8,298","5,778","2,653","1,443","215","5"
"경기도 부천시 원종1동(4119084000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23,926","23,926","1,724","2,481","3,684","3,205","4,115","4,568","2,400","1,215","484","50","0","12,050","12,050","902","1,288","1,961","1,681","2,036","2,292","1,226","500","155","9","0","11,876","11,876","822","1,193","1,723","1,524","2,079","2,276","1,174","715","329","41","0","23,765","23,765","1,626","2,335","3,685","3,163","3,869","4,665","2,584","1,258","520","60","0","11,948","11,948","840","1,204","1,965","1,687","1,902","2,322","1,310","542","163","13","0","11,817","11,817","786","1,131","1,720","1,476","1,967","2,343","1,274","716","357","47","0","23,277","23,277","1,492","2,142","3,620","3,023","3,639","4,731","2,711","1,290","559","68","2","11,673","11,673","766","1,091","1,955","1,590","1,811","2,337","1,363","567","172","21","0","11,604","11,604","726","1,051","1,665","1,433","1,828","2,394","1,348","723","387","47","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
